安全な薬	
PNP	"L04AG03 ·ナタリズマブ 免疫抑制剤
イマヴィ・ナタリズマブ・ティルコ・タイサブリ"
PNP	"L04AG04 ·ベリムマブ 免疫抑制剤
ベリムマブ・ベンリスタ"
PNP	"L04AG05 ·ベドリズマブ 免疫抑制剤
エンティビオ・ベドリズマブ"
PNP	"L04AG06 ·アレムツズマブ 免疫抑制剤
アレムツズマブ・レムトラダ"
PNP	"L04AH01 ·シロリムス 免疫抑制剤
ヒフトール・ラパミューン・シロリムス"
PNP	"L04AH02・エベロリムス 免疫抑制剤
アデリオリオ・サーティカン・エベロリムス"
PNP	"L04AJ01・エクリズマブ  免疫抑制剤
ベケムブ、エクリズマブ、エピスクリ、ソリリス"
PNP	"L04AK01 ·レフルノミド 免疫抑制剤
アラバ・レフルノミド・レフルノミド"
PNP	"L04AK02 ·テリフルノミド 免疫抑制剤
オーバジオ・ボジロス・クレフィレム・フェプレ・テルジオ・テリフルノミド・テリフルノミド・セディトラックス・ティファイ"
PNP	"L04AX01・アザチオプリン系 免疫抑制剤
アザチオプリン·アザチオプリン·アザチオプリン·イムラン·イムレル·ジャエンピ"
PNP	"L04AX02 ·サリドマイド 免疫抑制剤
タリドミド・サリドミド・サリドマイド"
PNP	"L04AX03 ·メトトレキサート 免疫抑制剤
エベトレックス、エベトレキサート、エムテキサート、インジェキサート、ジラムボ、メテックス、メトフィル、メトトレキサート、メトトレキサート、メトジェクト、メトジェクトペン、メトタブ、メトトレキサート、ナマキシル、ノルディメット、トレキサン、タレックス"
PNP	"L04AX04・レナリドミド 免疫抑制剤
コルテダル、フェルリノール、クレダー、レナリドミド、レナリドミド、リグナロン、リノリオン、ポラリド、レブリミド、ゼルビナ"
PNP	"L04AX05 ·ピルフェニドン 免疫抑制剤
エスブリエット・フレダリックス・ピルフェネア・ピルフェニドン・ピルフェニドン"
PNP	"L04AX06 ·ポマリドミド 免疫抑制剤
イムノビッド・ポマリドミド・ポマリドミド"
PNP	"M01AB01 ·インドメタシン 抗炎症剤および抗リウマチ剤
インドシド・インドメタシン・インドメタシン・インドキセン・メチンドール"
PNP	"M01AB05 ·ジクロフェナク 抗炎症剤および抗リウマチ剤
アキス·カタフラム·ディクラック·ディクラネル·ディクロ·ジクロベール·ジクロダン·ジクロデュオ·ジクロフェナク·ジクロフェナクナトリウム·ディクロマックス·ディクロメックス·ディクロン·ジクロパー·ジクロラティオ·ジクロレン ·ジクロレウム·ジクロサップ·ディクノ·ジクロフェナク·ディマックス·フレクターゴ·マジャミル·モディフェナク·モティフェン·ナクロフェン·オルフェン·オルフェン ハイドロゼル·ビクロノール·ボルタレン·ボルタレン アクティ·ボルタレン アクティ フォルテ·ボルタレン フォルテ·ボルタロール"
PNP	"M01AB15 ·ケトロラク 抗炎症剤および抗リウマチ剤
カロケット・ケトロラク・ケトロラク・トロメタモール・ケトロラク・ケトロモール・トラドール"
PNP	"M01AB55 ·ジクロフェナク、 抗炎症剤および抗リウマチ剤の配合剤
Arthrotec · Arthrotec Forte · Dicloduo · Diclovit · Diklofenak, Kombinasjoner · Diotem"
PNP	"M01AC01 ·ピロキシカム 抗炎症剤および抗リウマチ剤
ブレキシドール·フェルデン·フラメキシン·ピロクシカム·ピロキシカム"
PNP	"M01AC02 ·テノキシカム 抗炎症剤および抗リウマチ剤
テノクシカム"
PNP	"M01AC05・ロルノキシカム  抗炎症剤および抗リウマチ剤
ロルノキシカム·ロルノキシカム·ゼフォ"
PNP	"M01AC06 ·メロキシカム 抗炎症剤および抗リウマチ剤
アグラン·アスピカム·アスピカム バイオ·ディフォルタン·デュプリカム·メル·メロバックス·メロクサム·メロクシカム·メロキシカム·メロキシスタッド·モービック·モレック·モバリス·モバテック·オポカン·オポカンフォルテ·レモレサム·トロシカム"
PNP	"M01AE01・イブプロフェン  抗炎症・抗リウマチ薬
Algovil · Alvofen · Axoprofen · Axoprofen Forte · Babyfen · Babyfen Forte · Brufen · Burana · Burana Slow · Burana-Caps · Buscofem · Byfonen · Ibenal · Ibenal Forte · Ibetin · Ibudon · Ibufast Forte · Ibufen · Íbúfen · Ibufen Forte · Ibugard · Ibulinecaps · Ibum · Ibum Forte · Ibum Supermax · Ibumax · Ibumax Forte · Ibumax Lysin · Ibumetin · Ibunid Forte · Ibupar · Ibupar Forte · Ibuprex · Ibuprofen · Ibuprofen Forte · Ibuprofen-Lysin · Ibuprom · Ibuprom Forte · Iburapid · Iburion · Ibusal · Ibutabs · Ibutact · Ibuteva · Ibutrixイブトリキセン·イブバー·イブクス·イブサル·イブクサール フォルテ·イブシン·イブクシンキャップ·イプレン·キドフェン·リジーマックス·メタフェン イブプロフェン·ミグ·ミグフォルテ·モダフェン·ニーボリックス·ヌレフレックス·ヌロフェン·ヌロフレックス·パドゥデン·パドゥデンフォルテ·スペディフェン·テフィン"
PNP	"M01AE02 ·ナプロキセン 抗炎症剤および抗リウマチ剤
アレーベ·アナプラン·アポ-ナプロ·アポナプロ·ボニル·ドロリブレ·ミラナックス·ナルゲシン·ナルゲシンフォルテ·ナプレン-e ·ナプリタム·ナプロ·ナプロクセン·ナプロメチン·ナプロメックス·ナプロキセン·ナプロキセン-e ·ナキシ·プロナクセン·プロキサン"
PNP	"M01AE03 ·ケトプロフェン 抗炎症剤および抗リウマチ剤
バイプロフェニド·フェブロフェン·ケト·ケトフリクス·ケトカップ·ケトレック·ケトナール·ケトナールフォルテ·ケトプレックス·ケトプレックスフォルテ·ケトプロフェン·ケトリン·オキタスク·オルディス·プロフェニド·レファスティン"
PNP	"M01AE14 ·デキシブプロフェン 抗炎症剤および抗リウマチ剤
デキシブプロフェン·デキシブプロフェン·セラクチル·セラクティブ"
PNP	"M01AE17・デクスケトプロフェン  抗炎症剤および抗リウマチ剤
オーキシレン·デケノール·デクスケトプロフェン·デクタック·デルプロフェックス·デザック·デクケトプロフェン·デクケトプロフェン ケトフリクス·デキスティン·ケテッセ·メタフェン デクケトプロフェン·スクデクサ"
PNP	"M01AE51 ·イブプロフェン、 抗炎症剤および抗リウマチ剤の配合剤
アカタル、アパップ、アプセランプラス、ブラーナ-c、ゲキシロ、イブスパ、イブム、イブマックス-c、イブノベン、イブプロフェン/パラセタモール、イブプロフェン、コンビナショナー、イブプロム、インフレノールプラス、キドフェン、メタフェン、モダフェン、ヌロフェン、ヌロフェンプラス、ヌロフェンアルティマ、パラプロ、座頭鬼・座頭タブ"
PNP	"M01AE52 ·ナプロキセンおよびエソメプラゾール 抗炎症剤および抗リウマチ剤
エモキセン・エモキセンデュオ・エソナルゲン・ナプロキセン／エソメプラゾール・ヴァムテキサー・ヴィモボ"
PNP	"M01AH01 ·セレコキシブ 抗炎症剤および抗リウマチ剤
アクレクサ、セルビック、セレブラ、セレブレックス、セレコキシブ、クロキサビックス、エレコクセル、ゼルシグラット"
PNP	"M01AH04 ·パレコキシブ 抗炎症剤および抗リウマチ剤
ダイナスタット・パレコキシブ・パレコキシブ"
PNP	"M01AH05 ·エトリコキシブ 抗炎症剤および抗リウマチ剤
アルコキシア・コクセリット・コクシエント・コクシテックス・コキシダイナ・ドロキシブ・エドロックス・エギドン・エトリコキシブ・エトリコキシブ・エトゥクソール・コスタロックス・ロティコックス・ザレバ"
PNP	"M01AX01 ·ナブメトン 抗炎症・抗リウマチ薬
ナブメトン・ナブトン・リライフックス"
NP	"M01AX05 ·グルコサミン 配合抗炎症・抗リウマチ製品
アスリル·ドレニオ·ドナコム·フレキソーブ·グルコファーム·グルコメド·グルコサミン·グルコサミン·レバドール·サミン"
PNP	"M01CB01 ·アウロチオマレート ナトリウム 抗炎症剤および抗リウマチ剤
ナトリウムウロチオマラート"
PNP	"M01CB03 ·オーラノフィン 抗炎症・抗リウマチ薬
アウラノフィン・リダウラ"
NP	"M01CC01 ·ペニシラミン 抗炎症剤および抗リウマチ剤
クプレニル・クプリペン・メタルカプターゼ・ペニシラミン"
NP	"M02AA10 ·ケトプロフェン 配合 関節痛・筋肉痛用外用薬
エフェクトトン ケトプロフェン·ファスタム·ケトンール·ケトプロフェン·ケトプロフェナム ファスタム·ケトスプレー フォルテ·オポカン ケト·オルディス·ウルトラファスティン"
NP	"M02AA13 ·イブプロフェン 配合の関節痛・筋肉痛用外用薬
ブラナゲル·ディップ リリフ·ドルギット·イブム·イブメント·イブプロフェン·イブプロム·イブレッド·イブレッドフォルテ·イブトップ·イブックス·メタフェンフォルテ·ヌロフェン"
PNP	"M02AA15 ·ジクロフェナク 配合関節痛・筋肉痛用外用薬
アダロスチン·ディクラック フォルテ·ディクラック リポゲル·ディクロデュオ · ジクロフェナク·ジクロフェナクナトリウム·ジクロゲル·ディクロマックス モビラット·ディクロススプレー·ディクロティカ·ディクロジアジャ·ディクロフェナク·ジクロフェナクジエチルラミン·ディキー·ドロフェスト·フェローゲル·フレクター·イタミ·マジャミル·メル·オルフェン·スプレーミック·ヴェラル·ボルタレン·ボルタレン フォルテ·ボルタロール·ボルタロール フォルテ"
NP	"M02ACサリチル酸誘導体配合製剤関節 痛および筋肉痛用外用薬
dip Rozgrzewajacy ·ミドラー med インホールド av サリシレデリバター·モビラット·レパリル"
NP	"M03AB01 ·サクシニルコリン 系筋弛緩剤
クロルサクシリン・リステノン・スコリン・スクサメトニウム・スクサメトニウム・サクサメトン"
PNP	"M03AC01 ·パンクロニウム 筋弛緩剤
パンクロニウム·パンクロニウム"
PNP	"M03AC03 ·ベクロニウム 筋弛緩剤
エクロニウム・ベクロニウム"
PNP	"M03AC04 ·アトラクリウム 筋弛緩剤
アトラクリウム・アトラクリウム・トラクリウム"
NP	"M03AC09・ロクロニウム臭化物 筋弛緩剤
エスメロン・ロクロニウム・ロクロニウムブロミド・ロクルム"
NP	"M03AC10・ミバクリウム塩化 物筋弛緩剤
ミバクロン・ミバクリウム・ミバクリウムクロリド"
NP	"M03AC11 ·シサトラクリウム 筋弛緩剤
シサトラクリウム·シサトラクリウム·ニンベックス"
PNP	"M03AX01 ·ボツリヌス毒素 筋弛緩剤
Alluzience、Azzalure、Bocouture、Botox、Botulinumtoksin、Dysport、Letybo、Myobloc、Neurobloc、Nuceiva、Relfydes、Vistabel、Xeomin"
PNP	"M03BA03 ·メトカルバモール 筋弛緩剤
メトカルバモール・メトカルバモール・オルトトン"
PNP	"M03BB03 ·クロルゾキサゾン 筋弛緩剤
クロルゾクサゾン·クロルゾクサゾン·パラフレックス"
PNP	"M03BX01・バクロフェン 筋弛緩剤
バクロフェン·バクロフェン·ガブロフェン·レオジコル·リオノバ·リオレサル·ザピフェン"
PNP	"M04AA01 ·アロプリノール 抗痛風製剤
アドナミル、アロノール、アロピュール、アロプリノール、アロリン、アロスペス、アリュポール、アプリン、アルガドピン、オーリシッド、ドノール、ミルリット、ザイロリック"
PNP	"M04AA03 ·フェブキソスタット 抗痛風製剤
アデヌリック、デノフィックス、エルスタビア、フェブクソスタット、フェブキソスタット、プロヒドナ、ウロリック"
PNP	"M04AB01・プロベネシド 抗痛風製剤
プロベシド・プロベネシド"
PNP	"M04AC01 ·コルヒチン 抗痛風製剤
コルキアノバ·コルチカン·コルヒシン·コルヒチン·コルチカム·コルレフズ·コルキシン"
NP	"M05BA01エチドロン酸 骨 疾患治療薬
エチドロンサイア"
NP	"M05BA02 ·クロドロン酸 骨疾患治療薬
クロドロンサイア"
NP	"M05BA03 ·パミドロン酸 骨疾患治療薬
パミドロン酸ナトリウム・パミドロンサイア・パミフォス"
NP	"M05BA04 ·アレンドロン酸 骨疾患治療薬
アドロナット·アレンドラン·アレンドロゲン·アレンドロナット·アレンドロン酸·アレンドロニンズール·アレンドロンシレ·アレンソル · ビノスト·フォサマックス·オスタシッド·オステマックス·オステニル·オストレク·セドロン"
NP	"M05BA05 ·チルドロン酸 骨 疾患治療薬
ティルドロンサイア"
NP	"M05BA06・イバンドロン酸 骨 疾患治療薬
バクソガール·ボンドロナット·ボンビバ·クラステック·ヤシボン· イバミル·イバンドロナット·イバンドロネート·イバンドロン酸 · イバンドロンシル·ケフォート·オサグランド·オシカ"
NP	"M05BA07 ·リセドロン酸 骨 疾患治療薬
アクトネル·カラドロナート·ノリファズ·オプティネイト·リスドロノスタッド·リセドロナート·リセドロナート·リセドロナートナトリウム·リセドロンサイア·リセンドロス·リセパリン·リソスタッド·ヴィオナート·ヤリセン"
